Roary,Name,HG003ProkkaGene,HG003ProkkaTag,HG003ProkkaStart,HG003ProkkaStop,HG003NewTag,HG003NewStart,HG003NewStop,HG003Description,USA300ProkkaGene,USA300ProkkaTag,USA300ProkkaStart,USA300ProkkaStop,USA300NewTag,USA300NewStart,USA300NewStop,USA300OldTag,USA300OldStart,USA300OldStop,USA300Description,MW2ProkkaGene,MW2ProkkaTag,MW2ProkkaStart,MW2ProkkaStop,MW2NewTag,MW2NewStart,MW2NewStop,MW2OldTag,MW2OldStart,MW2OldStop,MW2Description,MSSA476ProkkaGene,MSSA476ProkkaTag,MSSA476ProkkaStart,MSSA476ProkkaStop,MSSA476NewTag,MSSA476NewStart,MSSA476NewStop,MSSA476OldTag,MSSA476OldStart,MSSA476OldStop,MSSA476Description,MRSA252ProkkaGene,MRSA252ProkkaTag,MRSA252ProkkaStart,MRSA252ProkkaStop,MRSA252NewTag,MRSA252NewStart,MRSA252NewStop,MRSA252OldTag,MRSA252OldStart,MRSA252OldStop,MRSA252Description
ruvB,ruvB,ruvB,HG003_01535,1654804,1655808,SAOUHSC_01750,1654804,1655808,Holliday junction ATP-dependent DNA helicase RuvB,ruvB,USA300_01637,1752191,1753195,USA300HOU_RS08730,1752191,1753195,USA300HOU_1640,1752191,1753195,Holliday junction ATP-dependent DNA helicase RuvB,ruvB,MW2_01582,1721768,1722772,MW_RS08490,1721768,1722772,MW1591,1721768,1722772,Holliday junction ATP-dependent DNA helicase RuvB,ruvB,A476_01560,1701420,1702424,SAS_RS08365,1701420,1702424,SAS1577,1701420,1702424,Holliday junction ATP-dependent DNA helicase RuvB,ruvB,MRSA252_01674,1786751,1787755,SAR_RS08795,1786751,1787755,SAR1721,1786751,1787755,Holliday junction ATP-dependent DNA helicase RuvB
group_407,saeP,,HG003_00629,701725,702165,SAOUHSC_00717,701725,702165,hypothetical protein,,USA300_00719,782547,782987,USA300HOU_RS03825,782547,782987,USA300HOU_0731,782547,782987,hypothetical protein,,MW2_00672,753445,753885,MW_RS03640,753445,753885,MW0670,753445,753885,hypothetical protein,,A476_00668,751873,752313,SAS_RS03610,751873,752313,SAS0673,751873,752313,hypothetical protein,,MRSA252_00736,796705,797145,SAR_RS03865,796705,797145,SAR0761,796705,797145,hypothetical protein
group_1737,saeQ,,HG003_00628,700910,701383,SAOUHSC_00716,700910,701383,hypothetical protein,,USA300_00718,781732,782205,USA300HOU_RS03820,781732,782205,USA300HOU_0730,781732,782205,hypothetical protein,,MW2_00671,752629,753102,MW_RS03635,752629,753102,MW0669,752629,752811,hypothetical protein,,A476_00667,751057,751530,SAS_RS03605,751057,751530,SAS0672,751057,751530,hypothetical protein,,MRSA252_00735,795890,796363,SAR_RS03860,795890,796363,SAR0760,795890,796363,hypothetical protein
saeR,saeR,saeR,HG003_00627,700249,700935,SAOUHSC_00715,700249,700935,Response regulator SaeR,saeR,USA300_00717,781071,781757,USA300HOU_RS03815,781071,781757,USA300HOU_0729,781071,781757,Response regulator SaeR,saeR,MW2_00670,751968,752654,MW_RS03630,751968,752654,MW0668,751968,752654,Response regulator SaeR,saeR,A476_00666,750396,751082,SAS_RS03600,750396,751082,SAS0671,750396,751082,Response regulator SaeR,saeR,MRSA252_00734,795229,795915,SAR_RS03855,795229,795915,SAR0759,795229,795915,Response regulator SaeR
saeS,saeS,saeS,HG003_00626,699194,700249,SAOUHSC_00714,699194,700249,Histidine protein kinase SaeS,saeS,USA300_00716,780016,781071,USA300HOU_RS03810,780016,781071,USA300HOU_0728,780016,781071,Histidine protein kinase SaeS,saeS,MW2_00669,750913,751968,MW_RS03625,750913,751968,MW0667,750913,751968,Histidine protein kinase SaeS,saeS,A476_00665,749341,750396,SAS_RS03595,749341,750396,SAS0670,749341,750396,Histidine protein kinase SaeS,saeS,MRSA252_00733,794174,795229,SAR_RS03850,794174,795229,SAR0758,794174,795229,Histidine protein kinase SaeS
atl_2,sagB,atl_2,HG003_01659,1806782,1807636,SAOUHSC_01895,1806782,1807636,Bifunctional autolysin,atl_2,USA300_01761,1903841,1904695,USA300HOU_RS09425,1903841,1904695,USA300HOU_1765,1903841,1904695,Bifunctional autolysin,atl_2,MW2_01702,1870324,1871178,MW_RS09170,1870324,1871178,MW1715,1870324,1871178,Bifunctional autolysin,atl_2,A476_01679,1849660,1850514,SAS_RS09045,1849660,1850514,SAS1698,1849660,1850514,Bifunctional autolysin,atl_2,MRSA252_01807,1947879,1948733,SAR_RS09530,1947879,1948733,SAR1857,1947879,1948733,Bifunctional autolysin
hpf,saHPF,hpf,HG003_00672,748954,749526,SAOUHSC_00767,748954,749526,Ribosome hibernation promotion factor,hpf,USA300_00762,830259,830831,USA300HOU_RS04065,830259,830831,USA300HOU_0779,830259,830831,Ribosome hibernation promotion factor,hpf,MW2_00716,801152,801724,MW_RS03885,801152,801724,MW0714,801152,801724,Ribosome hibernation promotion factor,hpf,A476_00711,799580,800152,SAS_RS03855,799580,800152,SAS0717,799580,800152,Ribosome hibernation promotion factor,hpf,MRSA252_00780,843813,844385,SAR_RS04100,843813,844385,SAR0806,843813,844385,Ribosome hibernation promotion factor
sak,sak,sak,HG003_01932,2035675,2036166,SAOUHSC_02171,2035675,2036166,Staphylokinase,sak,USA300_01967,2089063,2089554,USA300HOU_RS10565,2089063,2089554,USA300HOU_1949,2089063,2089554,Staphylokinase,sak,MW2_01899,2049256,2049747,MW_RS10280,2049256,2049747,MW1885,2049256,2049747,Staphylokinase,sak,A476_01877,2028502,2028993,SAS_RS10145,2028502,2028993,SAS1868,2028502,2028993,Staphylokinase,sak,MRSA252_02016,2128315,2128806,SAR_RS10645,2128315,2128806,SAR2039,2128315,2128806,Staphylokinase
salA,salA,salA,HG003_02148,2244932,2245879,SAOUHSC_02417,2244813,2245879,Iron-sulfur cluster carrier protein,salA,USA300_02177,2298181,2299245,USA300HOU_RS11730,2298181,2299245,USA300HOU_2157,2298181,2299245,Iron-sulfur cluster carrier protein,salA,MW2_02100,2256291,2257355,MW_RS11395,2256291,2257355,MW2092,2256291,2257355,Iron-sulfur cluster carrier protein,salA,A476_02079,2235396,2236460,SAS_RS11260,2235396,2236460,SAS2067,2235396,2236460,Iron-sulfur cluster carrier protein,salA,MRSA252_02227,2337747,2338811,SAR_RS11785,2337747,2338811,SAR2256,2337747,2338811,Iron-sulfur cluster carrier protein
salL,salL,salL,HG003_02664,2794366,2795214,SAOUHSC_03021,2794366,2795214,Adenosyl-chloride synthase,salL,USA300_02690,2845948,2846796,USA300HOU_RS14580,2845948,2846796,USA300HOU_2688,2845948,2846796,Adenosyl-chloride synthase,salL,MW2_02600,2792463,2793311,MW_RS14135,2792463,2793311,MW2605,2792463,2793311,Adenosyl-chloride synthase,salL,A476_02579,2771803,2772651,SAS_RS14000,2771803,2772651,SAS2571,2771803,2772651,Adenosyl-chloride synthase,salL,MRSA252_02736,2871207,2872055,SAR_RS14545,2871207,2872055,SAR2768,2871207,2872055,Adenosyl-chloride synthase
,SAOUHSC_00026,,,,,SAOUHSC_00026,33555,34034,Ribosomal RNA large subunit methyltransferase H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_00028,,,,,SAOUHSC_00028,34375,34509,hypothetical protein SAOUHSC_00028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_00029,,,,,SAOUHSC_00029,34473,34565,hypothetical protein SAOUHSC_00029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_00032,,,,,SAOUHSC_00032,37019,37120,hypothetical protein SAOUHSC_00032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_00038,,,,,SAOUHSC_00038,42281,42382,hypothetical protein SAOUHSC_00038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_00040,,,,,SAOUHSC_00040,43976,44179,hypothetical protein SAOUHSC_00040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_00087,,,,,SAOUHSC_00087,93378,93500,hypothetical protein SAOUHSC_00087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_00108,,,,,SAOUHSC_00108,113507,113710,hypothetical protein SAOUHSC_00108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_00111,,,,,SAOUHSC_00111,114927,115214,hypothetical protein SAOUHSC_00111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_00154,,,,,SAOUHSC_00154,166583,166684,PTS system glucose-specific EIICBA component,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_00189,,,,,SAOUHSC_00189,208925,209233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_00193,,,,,SAOUHSC_00193,213824,213931,hypothetical protein SAOUHSC_00193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_00194,,,,,SAOUHSC_00194,213950,214120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_00205,,,,,SAOUHSC_00205,227920,228027,hypothetical protein SAOUHSC_00205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_00208,,,,,SAOUHSC_00208,229502,229645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_00212,,,,,SAOUHSC_00212,232547,232645,hypothetical protein SAOUHSC_00212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_00238,,,,,SAOUHSC_00238,259676,259810,hypothetical protein SAOUHSC_00238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_00243,,,,,SAOUHSC_00243,263531,263710,NADH dehydrogenase subunit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_00289,,,,,SAOUHSC_00289,302336,302476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_00303,,,,,SAOUHSC_00303,318835,318927,hypothetical protein SAOUHSC_00303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_00323,,,,,SAOUHSC_00323,336647,337054,hypothetical protein SAOUHSC_00323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_00353,,,,,SAOUHSC_00353,363376,363534,hypothetical protein SAOUHSC_00353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_00368,,,,,SAOUHSC_00368,374638,374739,hypothetical protein SAOUHSC_00368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_00387,,,,,SAOUHSC_00387,391435,391572,hypothetical protein SAOUHSC_00387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_00396,,,,,SAOUHSC_00396,399186,399287,hypothetical protein SAOUHSC_00396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_00411,,,,,SAOUHSC_00411,412193,412321,hypothetical protein SAOUHSC_00411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_00415,,,,,SAOUHSC_00415,418467,418883,hypothetical protein SAOUHSC_00415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_00440,,,,,SAOUHSC_00440,444428,444529,hypothetical protein SAOUHSC_00440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_00446,,,,,SAOUHSC_00446,448172,448270,hypothetical protein SAOUHSC_00446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_00453,,,,,SAOUHSC_00453,457162,457338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_00460,,,,,SAOUHSC_00460,461457,461612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_00470,,,,,SAOUHSC_00470,469421,469552,hypothetical protein SAOUHSC_00470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_3303,SAOUHSC_00473,,,,,SAOUHSC_00473,472097,472207,hypothetical,,,,,USA300HOU_RS02565,536062,536172,,,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_00492,,,,,SAOUHSC_00492,489935,490027,hypothetical protein SAOUHSC_00492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_00506,,,,,SAOUHSC_00506,507610,507768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_00537,,,,,SAOUHSC_00537,542832,543005,hypothetical protein SAOUHSC_00537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_00551,,,,,SAOUHSC_00551,560211,560573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_00583,,,,,SAOUHSC_00583,584859,584960,hypothetical protein SAOUHSC_00583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_00589,,,,,SAOUHSC_00589,589698,589814,hypothetical protein SAOUHSC_00589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_00650,,,,,SAOUHSC_00650,639816,639908,hypothetical protein SAOUHSC_00650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_00677,,,,,SAOUHSC_00677,666157,666273,hypothetical protein SAOUHSC_00677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_00680,,,,,SAOUHSC_00680,668104,668199,hypothetical protein SAOUHSC_00680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_00709,,,,,SAOUHSC_00709,693941,694114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_00725,,,,,SAOUHSC_00725,707687,707893,hypothetical protein SAOUHSC_00725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_00735,,,,,SAOUHSC_00735,721050,721148,hypothetical protein SAOUHSC_00735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_00737,,,,,SAOUHSC_00737,722569,722670,hypothetical protein SAOUHSC_00737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_00744,,,,,SAOUHSC_00744,730469,730573,hypothetical protein SAOUHSC_00744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_00745,,,,,SAOUHSC_00745,730850,731005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_00770,,,,,SAOUHSC_00770,752513,752617,hypothetical protein SAOUHSC_00770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_00772,,,,,SAOUHSC_00772,754050,754157,hypothetical protein SAOUHSC_00772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_00805,,,,,SAOUHSC_00805,788981,789262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_00807,,,,,SAOUHSC_00807,789868,790014,hypothetical protein SAOUHSC_00807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_00809,,,,,SAOUHSC_00809,791370,791525,hypothetical protein SAOUHSC_00809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_00813,,,,,SAOUHSC_00813,795990,796109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_00839,,,,,SAOUHSC_00839,811872,811985,hypothetical protein SAOUHSC_00839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_00852,,,,,SAOUHSC_00852,823343,823480,hypothetical protein SAOUHSC_00852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_00857,,,,,SAOUHSC_00857,826353,826451,hypothetical protein SAOUHSC_00857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_00867,,,,,SAOUHSC_00867,833949,834059,hypothetical protein SAOUHSC_00867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_00896,,,860412,860694,SAOUHSC_00896,860487,860678,hypothetical protein SAOUHSC_00896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_00966,,,,,SAOUHSC_00966,942257,942364,hypothetical protein SAOUHSC_00966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_3304,SAOUHSC_00967,,,,,SAOUHSC_00967,942903,943004,hypothetical protein SAOUHSC_00967,,,,,USA300HOU_RS05120,1036987,1037088,,,,hypothetical protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_00981,,,,,SAOUHSC_00981,952891,952995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_00993,,,,,SAOUHSC_00993,963913,964023,hypothetical protein SAOUHSC_00993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_01003,,,,,SAOUHSC_01003,976868,976990,hypothetical protein SAOUHSC_01003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_01023,,,,,SAOUHSC_01023,993974,994093,hypothetical protein SAOUHSC_01023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_01037,,,,,SAOUHSC_01037,1006242,1006364,hypothetical protein SAOUHSC_01037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_01060,,,,,SAOUHSC_01060,1025649,1025816,hypothetical protein SAOUHSC_01060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_01068,,,,,SAOUHSC_01068,1035362,1035565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_01087,,,,,SAOUHSC_01087,1048947,1049240,iron compound ABC transporter permease,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_01090,,,,,SAOUHSC_01090,1050415,1050522,hypothetical protein SAOUHSC_01090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_01101,,,,,SAOUHSC_01101,1062304,1062399,hypothetical protein SAOUHSC_01101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_01109,,,,,SAOUHSC_01109,1070176,1070343,hypothetical protein SAOUHSC_01109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_01111,,,,,SAOUHSC_01111,1071183,1071275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_01118,,,,,SAOUHSC_01118,1074500,1074745,hypothetical protein SAOUHSC_01118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_01200,,,,,SAOUHSC_01200,1151425,1151523,hypothetical protein SAOUHSC_01200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_01212,,,,,SAOUHSC_01212,1162045,1162206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_01230,,,,,SAOUHSC_01230,1180529,1180621,hypothetical protein SAOUHSC_01230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_01233,,,,,SAOUHSC_01233,1181622,1181735,hypothetical protein SAOUHSC_01233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_01288,,,,,SAOUHSC_01288,1244641,1244838,hypothetical protein SAOUHSC_01288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_01291,,,,,SAOUHSC_01291,1246952,1247062,hypothetical protein SAOUHSC_01291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_01294,,,,,SAOUHSC_01294,1248246,1248419,hypothetical protein SAOUHSC_01294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_01298,,,,,SAOUHSC_01298,1249705,1249827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_01325,,,,,SAOUHSC_01325,1268125,1268229,hypothetical protein SAOUHSC_01325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_01331,,,,,SAOUHSC_01331,1273637,1273741,hypothetical protein SAOUHSC_01331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_01339,,,,,SAOUHSC_01339,1279048,1279146,hypothetical protein SAOUHSC_01339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_01353,,,,,SAOUHSC_01353,1296727,1296825,hypothetical protein SAOUHSC_01353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_01357,,,,,SAOUHSC_01357,1299635,1299802,hypothetical protein SAOUHSC_01357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_01381,,,,,SAOUHSC_01381,1325145,1325330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_01388,,,,,SAOUHSC_01388,1331232,1331339,"hypothetical protein SAOUHSC_01388, partial",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_01390,,,,,SAOUHSC_01390,1332886,1333182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_01404,,,,,SAOUHSC_01404,1346152,1346340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_01421,,,,,SAOUHSC_01421,1362554,1362685,hypothetical protein SAOUHSC_01421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_01428,,,,,SAOUHSC_01428,1367130,1367285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_01439,,,,,SAOUHSC_01439,1373947,1374168,hypothetical protein SAOUHSC_01439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_01442,,,,,SAOUHSC_01442,1375528,1375701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_01458,,,,,SAOUHSC_01458,1416796,1416948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_01465,,,,,SAOUHSC_01465,1420444,1420620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_01489,,,,,SAOUHSC_01489,1445100,1445414,hypothetical protein SAOUHSC_01489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_01494,,,,,SAOUHSC_01494,1450171,1450308,hypothetical protein SAOUHSC_01494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_01495,,,,,SAOUHSC_01495,1450334,1450450,hypothetical protein SAOUHSC_01495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_01500,,,,,SAOUHSC_01500,1453447,1453563,hypothetical protein SAOUHSC_01500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_01507,,,,,SAOUHSC_01507,1458909,1459028,hypothetical protein SAOUHSC_01507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_01544,,,,,SAOUHSC_01544,1490813,1490917,hypothetical protein SAOUHSC_01544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_01603,,,,,SAOUHSC_01603,1528896,1529150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_01608,,,,,SAOUHSC_01608,1532809,1532901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_01636,,,,,SAOUHSC_01636,1556581,1556727,hypothetical protein SAOUHSC_01636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_01669,,,,,SAOUHSC_01669,1582589,1582765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_01687,,,,,SAOUHSC_01687,1597626,1597754,hypothetical protein SAOUHSC_01687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_01703,,,,,SAOUHSC_01703,1610631,1610792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_01733,,,,,SAOUHSC_01733,1636551,1636727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_01736,,,,,SAOUHSC_01736,1638847,1638975,hypothetical protein SAOUHSC_01736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_01760,,,,,SAOUHSC_01760,1661240,1661359,hypothetical protein SAOUHSC_01760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_01761a,,,,,SAOUHSC_01761a,1662066,1662263,membrane protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SAOUHSC_01765,,,,,SAOUHSC_01765,1664224,1664334,hypothetical protein SAOUHSC_01765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
